model_name,temperature,seed,item_id,task,prompt,prior_prompt,question_number,question,item,item_type,correct1,correct2,correct3,options,option_names,shuffled_options,shuffled_option_names,option_numbering,token_cond_log_probs,token_cond_probs,prior_token_log_probs,null_prior_token_log_probs,token_probs,sentence_cond_probs,mean_sentence_cond_probs,prior_sentence_probs,sentence_mi,sentence_surprisal,mean_sentence_surprisal,sentence_mi_surprisal
microsoft/phi-2,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Sally check all of today's fruit baskets? ,Critical,Partial,No,Yes,Over50,B,No,Yes,Yes,B,"tensor([-0.9960, -5.7209])","[tensor(0.3694), tensor(0.0033)]",tensor([-7.4080]),"tensor([-1.1362, -3.6943])","[tensor(0.3210), tensor(0.0249)]",0.0012103507,0.18632319569587708,0.007982674,0.1516222,-6.716845,-3.3584225177764893,1.3905125
microsoft/phi-2,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Sally say that some of today's baskets have apples in them? ,Critical,Partial,No,Yes,Over50,A,Yes,No,No,A,"tensor([-1.1700, -1.8484])","[tensor(0.3104), tensor(0.1575)]",tensor([-6.1659]),"tensor([-1.1362, -1.5536])","[tensor(0.3210), tensor(0.2115)]",0.048880387,0.23393218219280243,0.06789065,0.71998703,-3.0183792,-1.5091896057128906,1.1221337
microsoft/phi-2,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Sally say that some of today's baskets have apples in them? ,Critical,Partial,No,Yes,Over50,B,No,Yes,Yes,B,"tensor([-1.1700, -4.7312])","[tensor(0.3104), tensor(0.0088)]",tensor([-7.4080]),"tensor([-1.1362, -3.6943])","[tensor(0.3210), tensor(0.0249)]",0.0027361824,0.15959656238555908,0.007982674,0.34276515,-5.9011917,-2.9505958557128906,1.221657
microsoft/phi-2,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the baskets have apples in them.,Critical,Partial,No,Yes,Over50,A,Less than 50 percent,More than 50 percent,More than 50 percent,A,"tensor([-0.9442, -1.5711])","[tensor(0.3890), tensor(0.2078)]",tensor([-6.1659]),"tensor([-1.1922, -1.5771])","[tensor(0.3035), tensor(0.2066)]",0.080833316,0.2983947694301605,0.06270683,1.2890671,-2.515366,-1.2576830387115479,0.9083088
microsoft/phi-2,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the baskets have apples in them.,Critical,Partial,No,Yes,Over50,B,More than 50 percent,Less than 50 percent,Less than 50 percent,B,"tensor([-0.9442, -4.1649])","[tensor(0.3890), tensor(0.0155)]",tensor([-7.4080]),"tensor([-1.1922, -4.4364])","[tensor(0.3035), tensor(0.0118)]",0.006041419,0.20225685834884644,0.0035933868,1.6812605,-5.109116,-2.554558038711548,0.90769666
microsoft/phi-2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Alice check all of today's manuscripts? ,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-1.0493, -2.2442])","[tensor(0.3502), tensor(0.1060)]",tensor([-6.1659]),"tensor([-1.1245, -1.4859])","[tensor(0.3248), tensor(0.2263)]",0.03712492,0.22810180485248566,0.07350634,0.5050574,-3.2934668,-1.6467334032058716,1.2616793
microsoft/phi-2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Alice check all of today's manuscripts? ,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-1.0493, -6.9161])","[tensor(0.3502), tensor(0.0010)]",tensor([-7.4080]),"tensor([-1.1245, -4.6265])","[tensor(0.3248), tensor(0.0098)]",0.00034729292,0.17559082806110382,0.0031795728,0.10922629,-7.965342,-3.982671022415161,1.385034
microsoft/phi-2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question2,Did Alice say that some of today's manuscripts have typos? ,Critical,Full,Yes,Yes,Under50,A,Yes,Yes,Yes,A,"tensor([-1.1598, -2.2424])","[tensor(0.3136), tensor(0.1062)]",tensor([-6.1659]),"tensor([-1.1774, -1.3798])","[tensor(0.3081), tensor(0.2516)]",0.033300743,0.2098788321018219,0.07752389,0.4295546,-3.4021757,-1.7010878324508667,1.330446
microsoft/phi-2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question2,Did Alice say that some of today's manuscripts have typos? ,Critical,Full,Yes,Yes,Under50,B,No,No,No,B,"tensor([-1.1598, -6.2736])","[tensor(0.3136), tensor(0.0019)]",tensor([-7.4080]),"tensor([-1.1774, -4.6376])","[tensor(0.3081), tensor(0.0097)]",0.0005911588,0.15771928429603577,0.0029825352,0.19820681,-7.433426,-3.7167129516601562,1.2783233
microsoft/phi-2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the manuscripts have typos in them.,Critical,Full,Yes,Yes,Under50,A,Less than 50 percent,Less than 50 percent,Less than 50 percent,A,"tensor([-0.9022, -1.5792])","[tensor(0.4057), tensor(0.2061)]",tensor([-6.1659]),"tensor([-1.1162, -1.5225])","[tensor(0.3275), tensor(0.2182)]",0.08362097,0.3059006333351135,0.071456574,1.1702348,-2.4814608,-1.2407304048538208,0.9404228
microsoft/phi-2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the manuscripts have typos in them.,Critical,Full,Yes,Yes,Under50,B,More than 50 percent,More than 50 percent,More than 50 percent,B,"tensor([-0.9022, -5.5558])","[tensor(0.4057), tensor(0.0039)]",tensor([-7.4080]),"tensor([-1.1162, -4.7022])","[tensor(0.3275), tensor(0.0091)]",0.0015678919,0.20476824045181274,0.0029724974,0.5274662,-6.4580235,-3.2290117740631104,1.1099402
microsoft/phi-2,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Mark check all of today's exams? ,Critical,Partial,No,Yes,Over50,A,Yes,No,No,A,"tensor([-1.0048, -2.6972])","[tensor(0.3661), tensor(0.0674)]",tensor([-6.1659]),"tensor([-1.0619, -1.7793])","[tensor(0.3458), tensor(0.1688)]",0.024674412,0.2167542725801468,0.058354463,0.42283675,-3.7019885,-1.8509942293167114,1.3029577
microsoft/phi-2,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Mark check all of today's exams? ,Critical,Partial,No,Yes,Over50,B,No,Yes,Yes,B,"tensor([-1.0048, -7.9003])","[tensor(0.3661), tensor(0.0004)]",tensor([-7.4080]),"tensor([-1.0619, -5.3184])","[tensor(0.3458), tensor(0.0049)]",0.00013569328,0.18324176967144012,0.001694645,0.0800718,-8.905113,-4.452556610107422,1.395724
microsoft/phi-2,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question2,Did Mark say that some of today's students have passed the exam? ,Critical,Partial,No,Yes,Over50,A,Yes,Yes,Yes,A,"tensor([-0.9729, -2.6549])","[tensor(0.3780), tensor(0.0703)]",tensor([-6.1659]),"tensor([-1.1048, -1.7948])","[tensor(0.3313), tensor(0.1662)]",0.026575789,0.2241535782814026,0.055045534,0.48279646,-3.6277547,-1.8138773441314697,1.2511249
microsoft/phi-2,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question2,Did Mark say that some of today's students have passed the exam? ,Critical,Partial,No,Yes,Over50,B,No,No,No,B,"tensor([-0.9729, -7.3190])","[tensor(0.3780), tensor(0.0007)]",tensor([-7.4080]),"tensor([-1.1048, -4.9510])","[tensor(0.3313), tensor(0.0071)]",0.00025055875,0.18933194875717163,0.0023441208,0.10688816,-8.291817,-4.145908355712891,1.3692254
microsoft/phi-2,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the students passed the exam.,Critical,Partial,No,Yes,Over50,A,Less than 50 percent,Less than 50 percent,Less than 50 percent,A,"tensor([-0.8880, -1.8465])","[tensor(0.4115), tensor(0.1578)]",tensor([-6.1659]),"tensor([-1.1163, -1.8199])","[tensor(0.3275), tensor(0.1620)]",0.06492603,0.28462934494018555,0.053068537,1.2234373,-2.7345066,-1.367253303527832,0.9313172
microsoft/phi-2,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the students passed the exam.,Critical,Partial,No,Yes,Over50,B,More than 50 percent,More than 50 percent,More than 50 percent,B,"tensor([-0.8880, -5.9480])","[tensor(0.4115), tensor(0.0026)]",tensor([-7.4080]),"tensor([-1.1163, -5.5308])","[tensor(0.3275), tensor(0.0040)]",0.001074318,0.20703908801078796,0.001297769,0.8278191,-6.836069,-3.418034553527832,1.0284275
microsoft/phi-2,0.1,0,26,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Sophie check all of today's dogs? ,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-0.9174, -2.2495])","[tensor(0.3996), tensor(0.1054)]",tensor([-6.1659]),"tensor([-1.0578, -1.6485])","[tensor(0.3472), tensor(0.1923)]",0.042132985,0.2525046765804291,0.06678797,0.63084686,-3.1669242,-1.583462119102478,1.1702337
microsoft/phi-2,0.1,0,26,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Sophie check all of today's dogs? ,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-0.9174, -6.5073])","[tensor(0.3996), tensor(0.0015)]",tensor([-7.4080]),"tensor([-1.0578, -4.7110])","[tensor(0.3472), tensor(0.0090)]",0.00059631775,0.20052683353424072,0.003123715,0.19090018,-7.424737,-3.7123684883117676,1.2870656
microsoft/phi-2,0.1,0,26,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Sophie say that some of today's dogs have flees? ,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-0.8873, -1.9981])","[tensor(0.4118), tensor(0.1356)]",tensor([-6.1659]),"tensor([-1.0578, -1.6485])","[tensor(0.3472), tensor(0.1923)]",0.055831537,0.2736777067184448,0.06678797,0.835952,-2.8854163,-1.442708134651184,1.0662116
microsoft/phi-2,0.1,0,26,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Sophie say that some of today's dogs have flees? ,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-0.8873, -5.9278])","[tensor(0.4118), tensor(0.0027)]",tensor([-7.4080]),"tensor([-1.0578, -4.7110])","[tensor(0.3472), tensor(0.0090)]",0.0010970793,0.20721440017223358,0.003123715,0.35120976,-6.815104,-3.4075520038604736,1.1813868
microsoft/phi-2,0.1,0,26,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the dogs have fleas.,Critical,Full,Yes,Yes,Under50,A,Less than 50 percent,More than 50 percent,More than 50 percent,A,"tensor([-0.8637, -1.8363])","[tensor(0.4216), tensor(0.1594)]",tensor([-6.1659]),"tensor([-1.0804, -1.5926])","[tensor(0.3395), tensor(0.2034)]",0.06720645,0.29050856828689575,0.06905014,0.97329926,-2.6999862,-1.349993109703064,1.0101252
microsoft/phi-2,0.1,0,26,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the dogs have fleas.,Critical,Full,Yes,Yes,Under50,B,More than 50 percent,Less than 50 percent,Less than 50 percent,B,"tensor([-0.8637, -5.2191])","[tensor(0.4216), tensor(0.0054)]",tensor([-7.4080]),"tensor([-1.0804, -5.4676])","[tensor(0.3395), tensor(0.0042)]",0.002281782,0.21351328492164612,0.0014330896,1.5922116,-6.0827985,-3.0413992404937744,0.92896616
